text,actual,predicted
"And obviously, we're going to be benefiting from the leverage, which is typical of our seasonality in the December quarter.",claim,claim
"We are very encouraged with the growth of the Prime program, and we're hopeful for the Prime Video that we launched in the fall.",claim,claim
"First is, I think we have exhibited an increasing ability, over the course of the year, to reallocate during the year, both at the organization level and at the team level, to make sure our dollars are going to the highest ROI things.",premise,claim
"The – we'll point out in Q2 that we added London and Boston as two new sites in London for AmazonFresh, and that was the first international location.",premise,premise
So we'll just have to watch how that plays out over time.,claim,claim
"The other way is of course eventually showing paid content in Messenger, whether that's in the inbox or in relevant ways throughout the product.",claim,claim
And if you look at the – it sounds like you're honing in on the Greater China results themselves.,premise,premise
"We outperformed significantly in both those products in Q4, and that took us a little bit outside the COGS range but not as much as our revenue outperformed.",premise,claim
One of the things that I want to ask team to be very focused on is to bring uniqueness that only Microsoft can bring it to the marketplace.,premise,claim
It was 24%.,premise,claim
So we think it's a very meaningful increase for all the investors that value income.,claim,claim
"We continue to see growth in time spent per DAU across the Facebook family of apps and Facebook, and we're bringing more data centers online and the like towards that growth.",premise,claim
"I think the home business, Laura, is bigger than the HomePod and Apple TV.",claim,claim
"I would also point out that some of these upgrade programs that are in the market, they sort of began to look more like a subscription business in terms of the way they operate.",premise,claim
We've started issuing transparency reports so we can be held publicly accountable on this.,premise,claim
"Largely, I think that will carry the day in the future as well.",claim,claim
"It's also true that there's some people that are switching from comparable price points to the iPhone, and that's great too.",premise,claim
And I think that that means that the major Internet platforms have a responsibility to form partnerships and help to fund this work.,claim,claim
That's what's really leading us to be able to do these types of partnerships that you referenced.,claim,claim
"We're increasingly seeing that resonate, not just in small business and some of the high-tech industry as it has been in the past, but now even in the regulated parts of the enterprise.",premise,claim
"The reality is the way we've done this for years is we've had a panel, a survey of thousands of people who basically we asked what the most meaningful content is that they had seen on the platform or that they've seen off the platform and we design our systems in order to be able to get to that ground truth of what people – real people are telling us is that high quality experience.",premise,claim
And we did have some large Azure contracts which tend to be longer dated and tend to have low billings upfront.,premise,premise
"I happened to meet this woman, Angel [Moore], who's running their marketing this year.",premise,premise
"I think it's worth adding that the ad inventory itself is really valuable for marketers and our clients and also works very well with our other ad products,",claim,claim
The other thing was Japan was a little better,premise,claim
That's why there are 45 million SMB pages on Facebook.,premise,claim
"But certainly from an FX point of view, FX headwinds have a dampening effect on margins.",premise,claim
"In general, fiscal 2019 will have a higher base than fiscal 2018, just as you start to think through the impacts on bookings for the next year.",claim,premise
because it's solving a measurement problem which is that the current systems for serving and measuring ads are really flawed.,premise,claim
There are a group of customers who use our devices and then we monetize that in different ways to commitment to Amazon and the video and everything else.,premise,claim
"We participated only in a portion of it, whereas with Azure, we can participate as the total open platform.",premise,claim
because it’s obviously a firm asset marketers have long loved.,premise,premise
We’re continuing to invest heavily in the business.,claim,claim
"If you're a business and you have a higher ROI for interacting with a person in your messaging thread than you do on the mobile web or trying to get them to install an app, then that creates this positive feedback loop, where you're going to point your ads towards the Messenger thread.",premise,claim
"The premium services, for example, the way we think about them is in everything related to our data is, and especially the higher level databases, so I'm not talking about raw storage but this is Cosmos DB or Azure DB or any of data services, our IoT services, our AI services are all the premium services.",claim,claim
"The early trends are good, but I think this is really going to be an area that is proportional to the amount of quality content that is in the system, and the business model is really going to be the thing that enables that.",premise,claim
We have seen the watch as a really key product category for us since before we launched it.,claim,premise
"In the first quarter with any new kind of product, you would always have learning and these sorts of things.",claim,premise
"And as we do better and better on the monetization there, that will support people with higher production costs and doing more premium production and bringing their content to the platform.",premise,claim
"The second thing I'll also mention is that, to me the opportunity to win, I would say, new class of developers, we are making progress.",claim,claim
That's on top of working with the channel and looking at expanding our go-to-market in general.,claim,premise
"So hopefully that's helpful but you are right, it is ARPU driven the performance outside of the 40% growth.",claim,claim
We have in China currently a set of geopolitical issues that we are working through.,claim,premise
"One, we made some price adjustments essentially backing out the weaker currency effect and then some.",premise,claim
"They're a popular airline in China, but they don't really have – they're not really as well-known overseas.",premise,claim
We grew in Brazil as well.,premise,claim
That's how we sell it externally even.,premise,claim
Consumers have shifted to mobile and consumers have moved to Facebook and Instagram more quickly than ad budgets.,premise,claim
"First of all, we don't think of our servers as distinct from our cloud.",claim,claim
"When you see that deployment for security reasons, an externality of that is people often choose to upgrade machines in that process.",premise,claim
"When your friend posts something and you get to engage with it, it might inform you and entertain you.",premise,claim
So a lot of the additional pickup in Q3 was tied to our ramp for the holidays.,claim,claim
The value of Prime to customers has never been greater.,claim,claim
"On India, I think it's important to look not only at per capita income, which may be what you're looking at, but sort of look at the number of people that are or will move into the middle class sort of over the next decade.",claim,claim
They get replace by new contracts at current levels and therefore the protection that is provided to us by our hedging program diminishes over time.,premise,claim
"Having said all that guiding 38.5% to 39.5%,",premise,premise
And that is going to be the business that we hope to build on Messenger and WhatsApp over time.,premise,claim
"Yes, we are seeing headwinds in terms of targeting and measurement.",claim,claim
"In fact, we are very excited about what we are doing with our devices and Adobe and with Windows because I think Windows and Windows 10 Creators Update is the ideal platform for all of the creators in the world because of the innovation in Windows and the innovation in devices, both Surface Book as well as our OEM devices.",claim,claim
"but I'm convinced that making a great product that is high quality, that is the best thing for the customer and we work for the user.",claim,claim
"And you're right in that our strong operating expense focus,",claim,premise
So those are all the things that are in play.,claim,claim
"The 10 received APIs (56:26), so that businesses could send immediate responses to common questions, including engaging images and call to action as well as texts.",premise,claim
"This is one of the other first-time trends I'm seeing where CEOs are more interested in productivity of their front-line workers, and so that's another exciting space.",premise,claim
"That includes video content including Amazon Originals, Prime Music, Prime Now.",premise,premise
"That's something that we want to make sure we follow more our opportunity in a customer across the board versus trying to micromanage to certain margins in very specific opportunities, because we think that it's the integrated ability for us to deliver value is which I think long term is what the customers expect of Microsoft.",claim,claim
"I'll lump it in with capital expenditures, but in the first two quarters, Q1 of last year, it was 82% growth year-over-year in capital expenditures, Q2 was 67%.",premise,claim
"So this past quarter, we announced 700 million monthly actives, so that was a big announcement.",premise,claim
"And so I'm a big believer that the two countries together can both win and grow the pie, not just allocate it differently.",claim,claim
And ultimately for our business that will drive up the amount that businesses are willing to pay to advertise to send people into those interactions because they perform well.,premise,claim
"I think it goes into the first preview next – in fact, tomorrow.",claim,claim
"I'll also point out that we rolled out the global Prime Video offer in the second half of last – or, excuse me, in Q4.",premise,premise
"We’re really excited to get into customers’ hands, so more to come there.",claim,claim
One of those is bots.,premise,claim
We also reclassify the cost that we need to incur to provide those services.,premise,claim
"At the end of the day, when you show an ad, you want to move a product off a lot, off a shelf, into a shopping cart, whether it's online or offline, and that's where our focus is and will continue to be.",premise,claim
And in this context I think we see a mix.,claim,premise
"Brian touched on the success that our FDA sellers had with Prime Day, but we see FBA as a tailwind for third-party business in general.",premise,claim
"And you know, of course we’ve got a very, very strong balance sheet.",claim,claim
"There was some on-prem strength this quarter, it does show-up in bookings, it doesn’t show up in unearned and it does show up in the P&L, we had a good quarter there.",claim,claim
One thing that we know that's not going to change is that advertisers are always looking for the highest ROI opportunity.,premise,claim
I think a lot of this comes down to the graphs in the community that you have in the different places.,premise,claim
"And on the other axis, you get everything ranging from one-to-one messaging to small group communication, to communicating with all your friends at once, to big interest groups, to completely public.",premise,premise
The first one is the fact that the U.S. dollar has continued to appreciate against foreign currencies during the last few weeks.,premise,claim
And a lot of the product innovations and investments I've been talking about on this call feed into quality.,premise,claim
So that's what I would think of on ASC 606.,claim,claim
"as you continue to see customers ask for us and our help in managing their digital estate, consistently, securely through one interface, you'll actually see growth across all components of that cloud.",premise,claim
"And it's across both Windows in particular, but also SQL, which are obviously the largest products within our server portfolio.",premise,claim
"So the carousel ads, they're not just that they're showing multiple products, it's that they're showing products that are more specifically directed at the person.",premise,claim
"And that's where, if you will, our fair share will come from by competing hard where we have to but also mostly thinking about differentiation.",premise,claim
"We think they are very customer-centric, just like us.",claim,claim
Consumed revenue is actually a great leading indicator for what we expect our Azure growth going forward to be.,premise,claim
"I don't know long-term whether there is a zero-sum equation, but right now and in the intermediate timeframe, we see in our case growth in both sides.",premise,claim
"So what we're actually seeing is that a lot of the best or at least from my perspective, TV shows that we see folks like Jimmy Fallon breaking up their show into clips that they can now share to be consumed over social media and on the Internet in three-minute to five-minute or seven-minute segments which are more of what people want when browsing through News Feed.",premise,claim
"Most of what we build – one of the things that’s different about Facebook and social products is more of it is about people interacting with each other than just people interacting with us, right?",premise,premise
We talked about that in both Mark's comments and my comments and we're continuing to ramp that investment.,premise,claim
It's all about supplementing our existing capacity both our partners and ourselves and essentially building capacity that can handle this top line growth and also the growth in AFN or Amazon Fulfilled Network units which as I just mentioned is even higher than our paid unit growth.,premise,claim
"I think overall, what we're seeing is continued momentum, if you think about even our overall approach has been to have a view of an architecture that is grounded in our customers’ needs.",claim,claim
"And so, for us, what we really want is people to experiment and learn and get to experience Instagram as they have on Facebook so that we can make the case that we can improve the ROI and then we believe if you look at the consumer metrics of where people were spending their time, we will be able to gain share compared to almost anything else you can buy out there.",premise,claim
"Because right now, given the secular trend to move to the cloud across all of the regulated industries across the globe, we think it's wiser for us and our investors long term to be able to meet them where they are.",premise,claim
So we felt like that was not sustainable.,premise,claim
"So there is, in that sense, a cannibalistic effect of sorts that happens there.",claim,claim
"And so that comparable will be tough for this year, but that's a transitory thing.",premise,claim
"Secondly, we're going to be focusing on growing engaging new experiences like Stories and promoting those.",premise,claim
"So I think in terms of the ROI we are able to offer our marketers, the signs are strong, and we also continue to see there's a lot of room for improvement.",claim,claim
"And from what you’ve seen from our guidance for the March quarter, we’re guiding to a growth in OpEx on a year-over-year basis that is similar to what we’ve experienced during the course of the December quarter.",premise,claim
"So, yeah, we do see expansion of the one-day program as we move through the year.",claim,claim
That's not our primary issue right now.,claim,claim
"So the impact of this change was an increase of $560 million to other revenue in Q1, which is – the other revenue is, of course, part of our supplemental sales disclosure.",premise,claim
"It's very ROI-focused, and we continue to invest and roll out products that help people.",claim,claim
"Our approach to monetization anywhere is always very cautious and we are very - moving very slowly on Messenger, where we remain primarily focused on consumer growth and engagement.",claim,claim
"They worked with one of our FMPs, StitcherAds, and they created custom audiences who viewed specific itineraries by date.",premise,claim
"It has some additional capital intensity, but it has good return on invested capital from our standpoint.",premise,claim
The customer feedback to date has really been incredible and we're very excited for the future of the service.,claim,claim
We've also learned a lot about managing quite an assortment and so forth.,premise,premise
"and we take this very seriously, from the work we've done with LinkedIn to get CS&E Lean In circles all over college campuses, to encourage more women and under-represented minorities to come into our field.",claim,claim
"In this line item, is certainly the fees associated with Amazon Prime and also it's where a lot of our subscription services for digital music, digital video, audiobooks, e-books, so there's some moving parts in there.",premise,claim
And those carriers are just not - no longer able to handle all of our capacity that we need at peak.,premise,claim
The Wearables have done extremely well.,claim,claim
"I mean, when we even make our CapEx decisions, which is one of the drivers of margin, we think of first of all, first party equals third party.",premise,claim
The biggest difference on an annual basis with the adoption of ASC 606 will really just be the change from Windows OEM.,claim,claim
"So there are really two components, and I think Satya has talked about why you would enter a region and its ROI, and there's also the correlation to how many servers and that spend and pace over time based on demand.",premise,premise
"And so I think, we remain confident that double-digit target that we have for that KPI and is it really, I don't think sort of a comparability challenge per se, but that’s why we try to keep it at that high level to not get too tied to one or the other, given we know the TAM expansion that’s possible, we know we can grow within it.",claim,claim
"But all in all, we're really pleased with the revenue growth that we're seeing.",claim,claim
but I think it will be something you will see step up after 2017.,claim,claim
"They also touched on a number of the other issues that we face, including foreign interference in elections and that's something that we're incredibly focused on.",premise,claim
"That will continue, but our focus is on transitioning to the cloud.",claim,claim
because we essentially created for SaaS applications and infrastructure applications a way to distribute their applications through us and our channel.,premise,claim
"And as I believe I already mentioned, we like what we see.",claim,claim
This is the first quarter where we’ve actually seen the balance tip in terms of recognized revenue to online versus perpetual.,premise,claim
And now couple that with the call we've made to provide an upgrade offer.,premise,claim
"Those are hard questions that at some level, we’re always going to do the best that we can, but we think that having a more democratic process for setting with some of those norms are would be helpful.",claim,claim
"Over time, the AI tools will get better.",claim,claim
The use of it in the enterprise is growing significantly.,premise,claim
And I think that it'll likely take place at a much faster pace this year.,claim,claim
"But they became much more pervasive and much communicated, I think much wider with the September announcements.",premise,claim
So we do attribute it to One Day.,premise,claim
"We're very pleased with the results we're seeing on the top and bottom line, but margins are going to be bumpy and affected by levels of investing, price reductions and also cost efficiencies that we're driving.",claim,claim
We now have 42 availability zones in 16 geographic regions and we will continue to grow that business globally.,premise,claim
We continue to see the growth through Azure and the offset to that has been the transactional business.,premise,claim
"So, we continue to be happy with our top line growth.",claim,claim
It was for group communication and that's what people were using it for.,premise,premise
We signed many of those this quarter that we feel quite good about.,premise,claim
"And so, while those are very attractive, we believe, to serve both in the near and in the long run, they're going to have a different impact on margin because the cost to support those users relative to the revenue they bring in does have an impact on margins in the medium-term.",claim,claim
I do think over the long term you're right.,claim,premise
"And where it is not perfect, we wind up reviewing over 100,000 apps per week between new apps and updates for existing apps, and then work with developers quickly to fix the issues.",premise,claim
"But ultimately, if you want to get those high-quality judgments today on sensitive content and you want to do it quickly when the stakes are pretty high in terms of taking down content or leaving things up, and we take that extremely seriously, you want people to be looking at that.",premise,claim
"In other words, there is intelligent cloud and the intelligent edge is the architecture of pattern for which we are building, whether it is SQL server 2017 or with Windows server, the container service everything that we do assumes that distributed computing will actually remain distributed, and it turns out that it’s helpful to think about it that way both for customers who are rationalizing their portfolios of apps as they lift shift modernize as to what they run in their data centers are in our data centers, but also forward-looking new workloads.",premise,claim
One is the same-day that you've seen us rollout in number of markets here in the US.,premise,claim
More than 200 million people use Explore in order to see content that's interesting to them and interact with people beyond their friends and the people who are – who they follow directly.,premise,claim
"And then there's obviously different engagement levels, maturity of Instagram in those markets that also plays into it.",claim,premise
And customer service spend is something that people generally try to minimize.,premise,premise
"I also look at the first time iPhone buyers and we're still seeing very, very large numbers in the countries that you would want to see those in, like China and Russia and Brazil and so forth.",premise,premise
There is a smaller portion of our services business that is not related to installed base and more related to when we sell a device.,claim,claim
We feel like we had a great Q3 as well and have made rapid progress on our One Day shipping.,claim,claim
"And so therefore that's why we want to ensure that everything we do and the number one priority for Nat and team at GitHub will be all about maintaining that GitHub community, the ethos around developers at the core.",claim,claim
"If you remember, we have added over 30% to our fulfillment square footage in 2017, coming off the similar increase in 2016.",premise,premise
"So that compensation expense base that we're bringing into 2019 is really factoring into the overall growth guidance for the total expense guide, so that's a big factor there.",premise,claim
"And that's probably frankly been true a little bit longer than we talked about technically in terms of what goes off and what comes on given we've now got, as Satya said, 60 million users and more than that in terms of seats sold.",premise,claim
So there is no change in model planned on that front.,claim,claim
"We're seeing good progress on both of them, and interestingly, insurance companies have been pretty active both on Facebook and Instagram, so we're optimistic about that.",premise,claim
"So when you see some of the KPIs and some of the strength you saw in quarter, that's the foundation of Xbox.",premise,claim
"So on the Dash Buttons, we're really excited about what we're delivering there.",claim,claim
"I would just add one thing, is that we've actually announced a number of important partners to help us take the Surface portfolio into commercial customers.",premise,claim
"We've been running an experiment with mobile financial services in Messenger, and one of the things that we found in the Philippines, for example, is that people can buy access to data plans through Messenger.",premise,claim
The business is now a $14 billion annualized – running at a $14 billion run rate.,premise,claim
"It is a lower RPL than our traditional non-Pro OEM licenses, but I do believe it drove meaningful ecosystem health and as well drove good competitive dynamics in the channel.",premise,claim
These are all the growth numbers and the usage growth numbers.,premise,premise
"That said, the relational database itself remains still a very strong component, but not the only component anymore, in both on-premise and off-premise.",premise,claim
First of all on the -- there were two items we discussed last quarter with the Japan consumption tax raising from 8% to 10% effective October 1.,claim,claim
"On a profitability standpoint, our hedging program partially mitigated the impact from the volatility in currencies.",claim,claim
"As a reminder, the two biggest impacts of purchase accounting, one is it does impact the deferred revenue.",premise,claim
"So, things that we're really excited about stores, so a brand can customize and curate a multipage store.",claim,claim
"I think there are probably several plants that can benefit from having some investment to grow or expand or even maybe set up shop in the U.S. for the first time, so we're very excited about that.",claim,claim
"There are certain workloads like the IoT workload, where we do see very advanced action in countries like Germany, especially with the industrial customers in terms of smart factories, Japan.",premise,premise
We've gone from minus well into the 20s to minus two last quarter.,premise,claim
"We're getting more efficient every time we put new capacity into the network, whether that's through automation or just through the experience we've gained over the years.",premise,claim
"And it was really propelled by the demand for iPhone 7 Plus, which is growing incredibly fast around the world.",claim,claim
"But as hopefully you've seen as we began to give you more information about India, we've been investing quite a bit.",claim,premise
"There is the lift, shift, and modernize motion as well, as well as a new need for the edge of the cloud.",claim,claim
because there's already strong demand for feed products.,premise,premise
"Obviously, all of them will add to our base and will help us with growth rates as we get into next year.",claim,claim
The reason for the acceleration also here is multiple factors.,claim,premise
"On mobile, it's easier to take videos, so we see more videos.",premise,claim
So it's the totality of that.,claim,claim
"So we ended the year at 123 fulfillment centers, up a net 14, and we have 23 sortation centers in the US, up four year-over-year.",claim,claim
And I think they each sold in the hundreds of thousands of units.,claim,claim
Installed base has grown nicely over the last several years.,premise,premise
"I think the first half of your question was does the $32.1 billion to $32.4 billion full-year OpEx guide reflect the timing of the implementation of our restructuring, and it certainly does.",claim,claim
We think that has a lot of potential.,claim,claim
"We had guided 38% to 38.5%, and we came in at 38.5% exactly.",premise,claim
"I mean we saw the impact in places like Brazil, where you’ve gotten in currency headwind of over 30%.",premise,claim
Prime Now is a huge benefit that didn't even exist two years ago.,premise,claim
It’s an increasingly important use case for us.,claim,claim
I do really focused and I think it's important if you're trying to understand the buildup of our commercial business to focus only on the unearned commercial balance.,claim,claim
"And I'm proud of what we've done, and I'm proud and excited for what we can continue to do.",claim,claim
"When you have Skype translate when two people are talking two different languages and are able to automatically translate without between languages, it's using a deep neural net pens bring together speech synthesis, speech recognition and machine translation with Skype data, that is fairly magical.",premise,claim
"Look, in the long run a strong US dollar is not a positive for our international business.",premise,claim
"We don't break out by product,",premise,claim
"Today you could get over 100 million products within two days, and many, many, many products within one day, same day or two hours.",premise,claim
It's coming in customer service.,premise,claim
"We're going to all know a lot more after we roll out, but the thing that won't change is that advertisers are going to look at the highest ROI opportunity.",premise,claim
"Beginning in the first quarter, sales of apps, in-app content, and certain digital media content are now presented on a net revenue basis and included in third-party seller services revenue, rather than that online stores revenue.",premise,claim
Instagram remains small relative to Facebook and it's going to really take time to have significant impact on our growth.,premise,claim
"As you know, the launch timing of the new iPhone is different this year.",premise,premise
"It is true that a lot of those are in emerging markets, but we have done – we've had reasonable business success in several emerging markets.",premise,premise
"These are contracts that unless it is used and deployed and a customer gets value from, it does not land into the P&L.",premise,claim
"In terms of AWS, we've had 48 price decreases since inception.",premise,claim
They are not in the ad load calculation per se.,premise,claim
"Not sure on the Internet of Things, but it's very exciting for devices standpoint.",premise,claim
And I think it's a great opportunity for us both from a creation point of view and an ownership point of view.,premise,claim
"I mentioned earlier how we're doubling the investment rate in the second half of the year versus last year's second half, and we're tripling the Amazon Originals content.",premise,claim
We’re taking that learning over the past 18 months and really applying it at a broader scale across the sales force to put those resources where we feel confident that they will have a good long-term return in that next phase of transformation.,premise,claim
"And so, we think the opportunities are big.",claim,claim
"We do much more in-house technology development than we used to do a few years ago, which we think is a great investment for us to make.",premise,claim
We did see a big jump in head count in year-over-year.,premise,claim
"And so, we saw longer commitment and we’ve got a little bit more recognition in the quarter, and so you saw then revenue grow a little faster.",claim,claim
"But another area that's growing incredibly quickly is private messaging, right, where between Messenger and WhatsApp, I think we're around 60 billion messages a day, which I think is something like three times more than the peak of global SMS traffic.",premise,claim
So we have hundreds of thousands of emerging and established advertisers.,premise,premise
There are situations where the commodities markets are in good shape.,premise,premise
And so we did exceptionally well I think in any way that you look at it.,claim,claim
"We think that her incomparable ability and talent to connect with audiences around the world, that there's sort of no match and we think that we can do some great original content together and so we could not be happier in working with Oprah.",claim,claim
"Again, the business has accelerated the last three quarters, and we're seeing great signs in a number of areas.",premise,claim
"You may recall we've been in Brazil for a number of years now, initially launched with really a Kindle and e-books offering without the sort of physical categories and, more recently, added physical books again, a third-party marketplace offering.",premise,premise
It comes in the form of just the EAs renewing more to Office 365.,premise,claim
"Free trial conversion rates are higher when Prime members stream, and they also renew at a higher rate their annual subscriptions.",premise,claim
"I would say, we're going to be using all of the available levers that we have right now, both AMZL and also third-party carriers, and we'll just see how it develops going forward.",claim,claim
"And basically what – the way to think about this is that, even if a lot of your friends come from the same kind of background or have the same political or religious beliefs, if you know a couple of hundred people, there's a good chance that even maybe a small percent, maybe 5% or 10% or 15% of them will have different viewpoints, which means that their perspectives are now going to be shown in your News Feed.",premise,claim
There is the type of content that people will produce socially for friends.,premise,premise
We're excited about the number of customers that are trying it and that all the value it offers.,claim,claim
and we think that's very promising for our ability for people to use this platform to make those connections that will ultimately drive business opportunities.,claim,claim
"It's an end on to its own, which is, we've always cared about developer and developer productivity and especially at a time like this when there are more developers outside of the tech industry as the world goes digital.",premise,claim
"And right now, we're using the Lift tool to continue to measure their sales for the 30 and 60 days beyond the campaign to see what happens.",premise,claim
So the invention level is still really high.,claim,claim
"So you'll see that, we reported subscription services revenue increased 26% when you exclude FX.",premise,claim
We think that people are really going to like that.,claim,claim
"There are 18 million small businesses on Facebook in Europe, and I had a chance to meet a lot of them on my trip.",premise,premise
"With Messenger, we're really at the beginning of phase two.",claim,claim
Qualcomm has not made such an offer to Apple.,premise,claim
It surpassed all of our expectations.,premise,claim
"To give you a perspective in of some detail, our business in India in Q4 was flat.",premise,claim
"because we're making a strategic investment in ad tech, helping advertisers and publishers grow, so it's on and off Facebook.",premise,claim
"In terms of the balance between privacy and AI, this is a long conversation, but at a high level, I think it's a false trade-off that people would like you to believe that you have to give up privacy in order to have AI do something for you.",claim,claim
We're pleased with what's happened with quality on our platform overall.,claim,claim
We obviously have felt some good and robust ad tools that are helping us grow our business quarter-after-quarter.,premise,claim
"That's what starts in a week's time, and that is a more retail execution and upgrade.",premise,claim
"We have plenty of financial flexibility, of course.",claim,claim
"Dynamics 365 and its architecture at least in my eyes is a thing of beauty because it's completely been rewritten for the new database technology, whether it is on the data base side or on the data warehouse side, again uses a whole bunch of micro services and functions so that you can do AI close to data.",premise,claim
So we have an approach which takes all of our cloud pieces together.,premise,premise
"So I don't feel like you'd expect any material change in those, Mark.",claim,claim
And I think you can look at the results on the iPhone and see that in action.,premise,claim
"And just if you're looking on a non-FX adjusted basis, the foreign exchange exposure, which I mentioned was $730 million or 250 basis points expected in this guidance.",premise,claim
"And on the stock-based compensation, you'll recall beginning in Q1 this year, we began allocating stock-based compensation and other operating expense to our North America, international and AWS segments.",premise,claim
"We have a very, very good compelling platform across our commercial cloud.",claim,claim
"Once you get beyond Azure, you have things like CRM Online, you have enterprise mobility suite and of course the Office 365 line up and when we think about our capital and in fact the core infrastructure, we don’t have different infrastructure for these different services.",premise,claim
"So that's the opportunity we see, whether it's -- for all front line, whether it's in manufacturing, whether it's in retail, whether it's in healthcare.",claim,premise
We’ve now developed two new iPhones over the year.,premise,claim
And so we see that as a huge opportunity.,claim,claim
"I would say in general where we're going to be, rev sharing with creators, that's going to be picked up in cost of revenue.",claim,claim
That's a different margin structure.,premise,claim
"I mean, I think as I talked before, we're working on the improving usability of tools.",claim,claim
But it was hard to do in the previous generation because of the server infrastructure and what I would say sophistication of IT required.,premise,premise
"That is the consistency between what happens at the edge to the cloud when it comes to data tier becomes even more important as edge scenarios become very, very real.",premise,claim
I think Amy talked about we have a $1 billion quarter with 29% growth and good share position growth in the United States.,premise,claim
This will bring us up to 21 net FCs for the year by the end of Q3 and that compares with 10 fulfillment centers for the first three quarters of last year on a net basis.,premise,claim
"So on the first, Atlas is really important",claim,claim
We’re doing well in virtually every corner of the world.,premise,claim
"That’s happening not just because of frontline workers, but also continued expansion and continued movement in every segment where we see the opportunity to increase the installed base.",premise,claim
"On the other side, foreign exchange for us continues to be probably the biggest headwind that we've got right now is going to be negative 70 basis points on a sequential basis.",claim,claim
"So to share another example from a holiday, Shutterfly did a Facebook and Instagram, both the brand and direct response holiday campaign on mobile",premise,claim
And so there's many more ways of experiencing games and entertainment and other apps on the store.,premise,premise
"And we like having more abilities, more products, more apps to work with so that we can drive those business results.",claim,claim
"A lot of people don't have a factory, so they can't build a TV.",premise,claim
And we've been on that path for a number of years.,premise,premise
The speed of light gets in the way.,premise,claim
"Just on the second question on the subscription services, we’d said on the last call, you probably remember, related to the adoption of the accounting standards update and revenue recognition policies that was impacting our results in a number of areas in 2018.",claim,claim
We're excited to have so many first party devices in Q2.,claim,claim
"XFINITY put out a voice guide for visual disabilities, and they did this, they did this by doing an Oscar commercial with a girl who is blind imagining what Wizard of Oz characters looked like.",premise,claim
But what happened last quarter in China was a confluence of things.,claim,premise
And what you see is that it's as easy for them to use it as profile and we can give them opportunities to do things they otherwise couldn't do.,claim,claim
Use all the same mechanism last year through the year.,premise,claim
"As I talked about it in the comments, the iPhone 6s upgrade rate is slightly higher than the iPhone 5s but lower than the iPhone 6.",premise,claim
"If you look at iPhone 7 Plus, it was the most popular Plus model that we've ever had.",claim,claim
"And so therefore, we look at that as an expansion opportunity, so we take that.",premise,claim
That's to us to the best way for us to keep having that recurring value.,premise,claim
"We have a sponsored product, it's off to a great start, and it's a very effective way for advertisers to reach those especially interested customers.",premise,claim
And we're growing that capability there.,claim,claim
"First, on EGM, I'll just say the growth is across a lot of different products, none to exactly call out here, and we think that a lot of it is, of course, driven by the growth of Prime itself.",claim,claim
"In calendar 2017, we've acquired 19 companies.",premise,claim
"And so, the fact that we then -- we’re often seeing extensions take place of prior commitments on Office 365 to again be longer and include the Azure contracts.",claim,claim
"Between those three areas, I think we have a lot of opportunity.",claim,claim
"Obviously, I'm very pleased with the strength of North American ad revenue and, overall, all the different regions, but that's a factor there, and IG is, obviously, contributing nicely to growth in North America and worldwide.",claim,claim
"We started with higher one-day percentage of our shipments in those geographies, but we do have to take steps and are taking steps to increase that.",claim,claim
"So while I do expect that we'll bring more advertisers to Stories and we'll bring more advertising formats to Stories and that will create more demand for Stories, we're also growing Stories inventory quickly.",claim,premise
"Internally, we call that component part of our Microsoft 365 Value.",premise,claim
"Having said all that, that we've given ourselves a couple of targets and we feel very confident about reaching those targets.",claim,claim
And so I have really no intention of messing with that in terms of capital expenditures in the short and next six months for sure.,claim,claim
But we're learning a lot.,claim,premise
We are obviously taking those programs and advocating those more widely and that is at different levels of implementation throughout different geographies.,claim,claim
We think over time that marketers will follow where people are spending their time.,claim,claim
The other thing that's happened is that the decline that we've been experiencing in Hong Kong moderated.,claim,premise
So we experiment with all these things in terms of some of them make sense to naturally have inside the Facebook app because you're using the same set of friends and network and connections.,claim,claim
So I think what people are going to search Facebook for are finding people and content that they know is on Facebook and that isn't in other places.,premise,claim
"So, we pick our spots carefully.",premise,claim
"We always evaluate the price of Prime in all the countries we're in, and we're looking for creative ways to reach the customer.",claim,claim
"And at some point we will probably want to work on that,",claim,premise
"It's not only dependent on us, it's also dependent on the companies that are adopting Amazon, so there's a - or excuse me, AWS.",premise,claim
"So as the business gets bigger and we do bigger and larger deals and some of them are on-prem and some of them are in Azure, you're going to see volatility frankly in both of those.",claim,claim
"So given that structural position, we are going to make sure that we keep increasing the strength of the community.",claim,claim
But we're pleased that the test is active.,claim,claim
"But if you compare to iPhone 6, you would clearly arrive at the opposite conclusion.",premise,claim
There's promotional content that businesses and celebrities and folks will produce.,premise,premise
One is things like the Azure Hybrid Benefits as well as the higher-level services that create I think uniqueness both as well as good margins long term.,claim,claim
"At the same time, we're also introducing new SKUs for the front-line worker.",premise,claim
"And so to me that's all positive news, and but yet we're very, very focused on delivering I think new value to the enterprise customers.",claim,claim
"But even if tens or hundreds of millions of people use them, then we're adding unique value that other folks might not be able to build, and we're making the app more valuable.",claim,claim
So those are the ones where we're collecting and remitting.,claim,claim
We’re seeing more of it in Q2 and we'll see it through the remainder of the year.,premise,claim
We had great reception for the new iPhones that we launched at the end of September.,premise,claim
Over 1 million SMBs have posted videos and done really small ad buys around them.,premise,claim
